"@timestamp",renterQuote,provider,localization
"Sep 25, 2025 @ 18:07:43.000","Excellent ",AutoEurope,fr
"Sep 25, 2025 @ 15:39:14.000","Achtung, mir wurden bei Abholung des Fahrzeugs neben eine Gebühr für Auslandsfahrten (""noch"" ok), eine andere Gebühr ""untergeschoben, die ich weder bestellt und bestätigt hatte, noch dass mir die gesagt wurde und ich zumindest bei der Fahrzeugübernahme sehen / erkennen konnte. Ich sehe darin Täuschung und Betrug. Also an alle, genau prüfen, was man da noch alles hinzu gebucht bekommt, das man nicht braucht und auch nicht will. Vor Unterschrift, den Vertrag genau ansehen, auch wenn die es in der elektronischen Form verschleiern auf dem Tablet wollen.","Argus Car Hire",de
"Sep 25, 2025 @ 15:33:52.000","Attente un peu longue pour la prise du véhicule, mais j'ai bien eu la voiture que j'avais demandé. La restitution était rapide.",Rentalcars,fr
"Sep 25, 2025 @ 15:20:14.000","Alles gut,",AutoEurope,de
"Sep 25, 2025 @ 14:52:04.000","Mein Flug war 4 Stunden verspätet, so daß ich erst um MItternacht an der Station war. Trotzdem war der Service sehr freundlich, professionell und schnell.",BSPAuto,de
"Sep 25, 2025 @ 12:26:33.000","Die Mitarbeiter von First Car Rental waren alle super nett und zuvorkommend. Alles ging schnell und unkompliziert über die Bühne. ",AutoEurope,de
"Sep 25, 2025 @ 12:20:10.000","Nous sommes mécontents car nous avons payé pour une voiture de type INTERMEDIAIRE (Jeep compass ou similaire) et nous avons eu une voiture de type COMPACTE (Seat Arona), alors que le prix de la location n'est pas le même.
Nous n'avons pas eu le choix, le loueur nous a dit que c'était la seule voiture qui lui restait. C'était à prendre ou à laisser!
Par contre il n'a pas voulu nous rembourser la différence de prix.

En réalité je pense qu'ils n'ont pas de Jeep ou équivalent car toutes les voitures que nous avons vu (qui arrivaient ou repartaient) étaient des Seat Arona. Je pense qu'ils proposent des Jeep pour appater le client mais qu'ils n'en ont aucunes.
",BSPAuto,fr
"Sep 25, 2025 @ 12:08:49.000","Sehr freundlich und bemüht ",BSPAuto,de
"Sep 25, 2025 @ 11:23:39.000","Netter Empfang, schnelle Abwicklung,  einwandfreie Auto Übergabe, Auto in gutem Zustand,  Rückabwicklung ebenso bestens. Gerne wieder, vielen Dank für den tollen Service bei Drive S.A.",AutoEurope,de
"Sep 25, 2025 @ 11:07:06.000","Bei Abholung im  Flughafen Palermo war eine Wartezeit von ca. eineinhalb Stunden  am Schalter von Avis lief es sehr chaotisch ab.
Die Rücknahme lief gut und zeitnah ab.","Sunny Cars",de
"Sep 25, 2025 @ 10:49:08.000","Voleurs qui m'ont arnaqué 575 euros pour une rayure microscopique ",BSPAuto,fr
"Sep 25, 2025 @ 10:43:55.000","Keine Wartezeiten, insgesamt sehr freundlich. ",Alamo,de
"Sep 25, 2025 @ 10:33:06.000","Kompetent und schnell ",Carhiremarket,de
"Sep 25, 2025 @ 10:29:26.000","Die Abwicklung dauert viel zu lange und ich musste mehrmals 1h warten, aufgrund der Probleme mit der Buchung. Außerdem wurde die Kaution von meiner Kreditkarte abgebucht und nicht nur geblockt. Da meine Kreditkarte eine andere Währung hat, hat mich das noch mal 150EUR gekostet.",Wisecars,de
"Sep 25, 2025 @ 10:23:35.000","es hieß, ein Mitarbeiter von Mercury würde uns am Flughafenausgang abholen, dabei mussten wir auf jemanden warten und das einzige was sie dann getan hat, war uns zu sagen, dass wir rüber zur Station laufen müssten.
Hätten wir das vorher gewusst, wären wir gleich zur Station gelaufen und hätten eine halbe Stunde gespart.
Der Zugang zur Station ist sehr umständlich, man muss entweder einen langen Umweg laufen oder über ein Geländer und dann einen Meter nach unten klettern und den Koffer unter dem Geländer durchschieben, wodurch der Koffer auch noch verkratzt wird.","Sunny Cars",de
"Sep 25, 2025 @ 10:17:49.000","Aucun soucis avec le loueur non plus toujours ete satisfait du loueur Alamo ","Sunny Cars",fr
"Sep 25, 2025 @ 09:51:05.000","Abwicklung vor Ort lief reibungslos ",Rentalcars,de
"Sep 25, 2025 @ 07:42:05.000","Hat alles reibungslos funktioniert.
Einzig eine zusätzliche Versicherung wollte man uns aufbrummen. Diese lehnten wir ab, da extra in unseren Unterlagen stand, man braucht keine extra Versicherung mehr.",BSPAuto,de
"Sep 25, 2025 @ 05:47:15.000","Es wollten natürlich alle aus dem Flieger gleichzeitig ein Auto haben... daher Wartezeit unvermeidbar.",BSPAuto,de
"Sep 24, 2025 @ 22:45:26.000","service rapide et personnels agréable",AutoEurope,fr
"Sep 24, 2025 @ 22:13:50.000","Die Adresse der Mietwagenstation wurde mir von Ihnen mitgeteilt. Sie ist auch bei Google maps hinterlegt. Sie existiert aber nicht mehr. Die Sixt-Vertretung ist jetzt im nahen Marriott-Hotel untergebracht. Auf Google maps aber nicht eingetragen. Nach 2 Telefonanrufen haben wir sie gut gefunden. Den Mitarbeiter dort interessierte diese Problematik nicht.  Obwohl ansonsten alles perfekt funktioniert hat, gibt das Abzüge in der B-Note.",Rentalcars,de
"Sep 24, 2025 @ 21:48:03.000","Sehr schwer zu finden,man muss ein gutes Stück vom Flughafen Neapel zu Fuß gehen",BSPAuto,de
"Sep 24, 2025 @ 21:41:47.000","Efficace et rapide ",BSPAuto,fr
"Sep 24, 2025 @ 20:46:00.000","Ich bin sehr zufrieden.",BSPAuto,de
"Sep 24, 2025 @ 20:39:21.000","Super mit Abolung vom Hotel!","Sunny Cars",de
"Sep 24, 2025 @ 20:38:30.000",,BSPAuto,de
"Sep 24, 2025 @ 20:28:52.000","Absolut super und schnell","Sunny Cars",de
"Sep 24, 2025 @ 20:26:53.000","Alles  super ","Argus Car Hire",de
"Sep 24, 2025 @ 20:14:52.000","Unpersönlich !!!",BSPAuto,de
"Sep 24, 2025 @ 20:03:44.000","keine Schrottautos vermieten!",BSPAuto,de
"Sep 24, 2025 @ 19:45:37.000","Ebenfalls reibungsloser Ablauf",AutoEurope,de
"Sep 24, 2025 @ 19:07:56.000","War korrekt und freundlich ","Argus Car Hire",de
"Sep 24, 2025 @ 19:02:37.000","Überteuert Grenzübergang 125€ und extra bezahlt waschen Auto 12€ und muss viel laufen mit Koffer von Flughafen bis Station , keine Service das jemand kommt und bringt Auto , zurück genauso laufen viel mit viel Koffer!",BSPAuto,de
"Sep 24, 2025 @ 19:00:23.000","Alles gut ",AutoEurope,de
"Sep 24, 2025 @ 18:47:46.000","Die Scheibenwischer waren total verschleißt. Am Fenster hinten war der Wischer gar nicht mehr dran. Es hat uns niemand in St. John’s in den Wagen eingewiesen und Kratzer dokumentiert. Wir sollten alles fotografieren und an eine Mailadresse schicken. Wir haben das gemacht und nie eine Antwort erhalten. Die Abgabe des Autos bei Avis in Halifax war sehr langsam. Ein recht alter Mann hat die Autos entgegengenommen und war ziemlich überfordert. Wir mussten lange warten und nach uns die Kunden noch länger. Avis würden wir nicht mehr buchen.",AutoEurope,de
"Sep 24, 2025 @ 18:45:49.000","Ce n est pas la voiture que j ai commandé,  voiture de 2019 ! Avec problème moteur ",AutoEurope,fr
"Sep 24, 2025 @ 18:18:15.000",,Carhiremarket,de
"Sep 24, 2025 @ 18:11:19.000","Bester Anbieter in Sizilien ",AutoEurope,de
"Sep 24, 2025 @ 18:09:49.000","Hoffe Kaution wird komplett erstattet und keine Abzüge.Da Alles wie gehabt ","Argus Car Hire",de
"Sep 24, 2025 @ 18:08:45.000","Agressive Beratung und wollte unbedingt eine Diebstahlversicherung andrehen. Das Dokument von billiger-mietwagen hat ihn gar nicht interessiert und mehrmals betont, dass dies nicht stimmt. Nach langer Diskussion waren wir so verunsichert, dass wir leider eine  Diebstahlversicherung abgeschlossen haben. Klar unser Fehler, aber der Verkäufer hat uns mit seiner aggressiven Art so verunsichert. ",AutoEurope,de
"Sep 24, 2025 @ 18:07:41.000","Unfreundlich, penetrant ","Argus Car Hire",de
"Sep 24, 2025 @ 18:06:33.000","Satisfaisant ","Argus Car Hire",fr
"Sep 24, 2025 @ 18:05:47.000","Ales Ok, auch mit allen zufrieden ","Sunny Cars",de
"Sep 24, 2025 @ 17:47:17.000","Gut zu erreichen und sehr freundliche und professionelle Abwicklung!",Europcar,de
"Sep 24, 2025 @ 17:17:18.000","Furchtbarer Umgang keine Lösungswege ",BSPAuto,de
"Sep 24, 2025 @ 16:45:41.000","En dehors des éléments précités, le loueur s'est montré correct. ",BSPAuto,fr
"Sep 24, 2025 @ 16:13:10.000","Spitzen Service bei der Abholung, als auch bei der Rückgabe.
Wir wurden sogar noch zum Bahnhof gebracht, aufgrund anhaltendem Regen.
Merci.",BSPAuto,de
"Sep 24, 2025 @ 16:10:08.000","Sehr freundliche Mitarbeiterin bei der Fahrzeugabholung ",Rentalcars,de
"Sep 24, 2025 @ 14:43:09.000","Eine reine Katastrophe und ich fühle mich abgezockt, wegen den Zusatzkosten.
In Manchester, am Zielflughafen mussten wir 2 Stunden warten, bis endlich uns ein Shuttleservice abgeholt hatte. Obwohl ich mehrfach bei der Autovermietung angerufen hatte und jedes Mal in eine Wartschleife zurückgeschickt wurde. Auf dem Rückweg nach Manchester hatten wir eine Reifenpanne. Obwohl ich bei Vertragsabschluss einen Reifenschutz mit gebucht hatte wollte die Vermietung Geld von mir.  Ich wurde von der Autovermietung genötigt und ABGEZOCKT einen Reifen zu bezahlen. Hier musste ich 246 Pfund bezahlen, sonst hätte ich nicht nach Manchester zurückgekonnt. Dann musste ich wieder 2 Stunden auf die Pannenhilfe warten, bis ich dann meine Reise fortführen konnte. In Manchester hatte ich dann keine Zeit mehr, das Auto wieder vollzutanken, sonst hätte ich meinen Heimflug nach Frankfurt verpasst. Bei der Autovermietung angekommen und nach Rückgabe des Autoschlüssels wurde mir gesagt, dass es keinen Shuttleservice zum Flughafen gibt oder ich warte 1 1/2 Stunden. Daher habe ich ein Taxi rufen lassen, was mich dann auch noch einmal 14 Pfund gekostet hat. 
So was wollen Sie jetzt machen?
Ich möchte mit jemanden sprechen und die Sache klären, der Deutsch mit mir spricht und nicht Französisch, wie oben beschrieben",BSPAuto,de
"Sep 24, 2025 @ 14:13:14.000","Der Wagen war leider in keinem guten Zustand: scheibenwischer (Wischblatt) defekt, Windschutzscheibe innen stark verschmutzt, Klimaanlage funktionierte nicht fehlerfrei, speziell unter hoher Last (Stadtverkehr, Steigung)",Rentalcars,de
"Sep 24, 2025 @ 12:21:48.000","Die Station in Mailand Malpensa ist sehr schwer zu finden zumal bei der Abgabe.
Bessere Beschilderung wäre gut.",AutoEurope,de
"Sep 24, 2025 @ 11:30:53.000","Lief alles reibungslos, alles top! ","Sunny Cars",de
"Sep 24, 2025 @ 11:19:45.000","Bei Rückgabe macht der Händler selbst eine Schaden und will mir diesen dann ankreiden!!!!!!",Wisecars,de
"Sep 24, 2025 @ 11:11:22.000","……..,,,,,,,,,",BSPAuto,de
"Sep 24, 2025 @ 11:02:08.000","Alles super funktioniert, bis auf den Versuch eine extra Versicherung zu verkaufen, was aber nach Ablehnung kein Thema mehr war.",AutoEurope,de
"Sep 24, 2025 @ 10:31:17.000","angeblich nicht ausreichend versichert. ich wirde bei der Ausgabe verunsichert ",Rentalcars,de
"Sep 24, 2025 @ 10:20:52.000","Kein Auto erhalten!!",Rentalcars,de
"Sep 24, 2025 @ 09:16:41.000","Die Abwicklung ging telefonisch mit dem Mitarbeiter, die Aushändigung des Schlüssel über Tastenkombi an einem Schließfach am Schalter. Sehr einfach!",Rentalcars,de
"Sep 24, 2025 @ 08:37:35.000","Problemlose Abfertigung ","Argus Car Hire",de
"Sep 24, 2025 @ 07:01:53.000","Es wurde agressiv versuch Zusastzversicherungen anzudrehen. Als ich freundlich ablehnte, wurde meine Kredikarte ohne Begründung abgelehnt. Eine andere Kreditkarte wurde nur akzeptiert wenn die Versicherungen akzeptiert werden. Einen solchen Service habe ich noch nie eröebt!",AutoEurope,de
"Sep 24, 2025 @ 06:27:02.000","Der Rückgabeprozess war sehr einfach ",BSPAuto,de
"Sep 24, 2025 @ 06:13:30.000","Sie versuchen immer einem Dinge anzudrehen die man schon hat","Argus Car Hire",de
"Sep 24, 2025 @ 00:32:25.000","Ganz leicht zu finden 👍",AutoEurope,de
"Sep 23, 2025 @ 23:44:26.000","Dauert lange, Auto entsprach nicht meinen Erwartungen- nur 2 Koffer passten mit Not in den Kofferraum!  (kein e Änderung möglich) !  Ich hatte auch ein paar Tage zuvor bei HERTZ gebucht; die gleiche Sch**e . 
Hertz werde ich nur noch bei echten Duper-Angeboten buchen; sonst nie wieder ",AutoEurope,de
"Sep 23, 2025 @ 22:25:36.000","ist zu empfehlen,gute Einweisung.",Europcar,de
"Sep 23, 2025 @ 22:10:59.000","Vermietung lief über Avis. Auch hier kompetente Abwicklung.","Argus Car Hire",de
"Sep 23, 2025 @ 21:30:22.000","Alles Super ",Enterprise,de
"Sep 23, 2025 @ 20:45:43.000","Freundlicher Service bei Abholung und Rückgabe.",AutoEurope,de
"Sep 23, 2025 @ 20:39:53.000","Alles I.O.  Keine Versuche Versicherung zu verkaufen, Shuttle etwas chaotische, aber ging alles gut
",AutoEurope,de
"Sep 23, 2025 @ 20:09:51.000","Alles schnell und unkompliziert ",BSPAuto,de
"Sep 23, 2025 @ 19:58:50.000","Alles sehr kompetent, schnell und nett",Carhiremarket,de
"Sep 23, 2025 @ 19:58:36.000","Sehr freundliches Personal und schnelle Über- und Rückgabe des Mietwagens","Sunny Cars",de
"Sep 23, 2025 @ 19:26:35.000","Alles ist reibungslos abgelaufen.",BSPAuto,de
"Sep 23, 2025 @ 18:59:16.000","Sehr freundliche Personal, ganze Abwicklung ging sehr schnell und unkompliziert!
Immer wieder gerne!! ",Rentalcars,de
"Sep 23, 2025 @ 18:44:29.000","Excellent service",AutoEurope,fr
"Sep 23, 2025 @ 18:41:38.000","Konnte mich als VIP vorbuchen und bin an der Schlange vorbei- mega",Avis,de
"Sep 23, 2025 @ 18:28:12.000","Alles sehr gut",AutoEurope,de
"Sep 23, 2025 @ 18:27:13.000","Alles hat gut geklappt",Rentalcars,de
"Sep 23, 2025 @ 18:18:02.000","Sehr freundliches Personal. Auf Schäden am Fahrzeug wurde hingewiesen. Die Rückgabe war ebenfalls problemlos. Wir waren sehr zufrieden und würden wieder diesen Anbieter buchen.",BSPAuto,de
"Sep 23, 2025 @ 18:17:33.000","Très bien.","Argus Car Hire",fr
"Sep 23, 2025 @ 18:14:25.000","Dort war alles ok",BSPAuto,de
"Sep 23, 2025 @ 18:06:43.000","Gut und leicht zu finden. ",AutoEurope,de
"Sep 23, 2025 @ 18:04:47.000","Voiture impeccable. Attention le nettoyage du pare brise intérieur est indispensable.....",BSPAuto,fr
"Sep 23, 2025 @ 16:01:01.000","Personnel malaimable et peu arrangeant au guichet. Je ne relouerais pas chez EasyCar Hire.",BSPAuto,fr
"Sep 23, 2025 @ 15:56:16.000","Jante manquante à une roue
Nombreux impacts sur la voiture
2 heures d'attente pour accéder au compteur du loueur
2 employés seulement
Personnel compétent à l'acceuil mais enregistrement des données trés long sur le logiciel du loueur",BSPAuto,fr
"Sep 23, 2025 @ 14:55:43.000","keine aussage über zustand des wagens möglich, da nicht abgeholt",AutoEurope,de
"Sep 23, 2025 @ 13:12:42.000","Shuttle Service vom Flughafen dauerte sehr lange  und dann sehr lange Schlange beim Abholen des Mietwagens. Das Angebot für die Versicherung vor Ort war doppelt so hoch wie der Mietpreis. (Besser bspw. über billiger Mietwagen externe Versicherung buchen)
Der Mietwagen war zwar sehr sauber, hatte aber schon ein paar Kratzer und Dellen und die Serviceleuchte hat geleuchtet.
Wir hatten einen Platten Reifen kurz vor Rückflug. 
Per Telefon wollte uns keiner helfen und es wurde sogar die Telefonleitung abgestellt, sodass keiner mehr erreichbar war. Als wir dann vor Ort waren, um zu fragen, wollte uns dort auch erst keiner helfen, aber wir bekamen irgendwann die Info, dass wir einer bestimmten Nummer per WhatsApp schreiben müssen. Uns hat keiner informiert, dass die Hilfe (nicht die Reparatur) 80 Euro kostet, aber uns wurde dann immerhin schnell und freundlich geholfen. 
Insg. trotzdem schlechter Service im Notfall. Man ist auf WhatsApp angewiesen und erreicht per Telefon sonst keinen. Um das Herauszufinden mussten wir erst mit dem Taxi zur Mietwagen-Station fahren. Im Auto stehen einfach nur die Notfall Nummern, bei denen keiner erreichbar war.",BSPAuto,de
"Sep 23, 2025 @ 12:56:51.000","Der Shuttle vom Flughafen war, trotz der späten Ankunft problemlos. Das Personal vor Ort war nett und hilfsbereit. Der Wagen hatte bei der Übernahme zwar einige Macken, was aber bei der Rückgabe keinerlei Probleme verursachte. Die Fotos der Beschädigungen bei Übernahme waren nicht erforderlich. Zustand des Wagens einen Punkt Abzug, da er leider nicht gewaschen war und die Windschutzscheibe bei direkter Sonneneinstrahlung die Sicht erschwert hat. Ansonsten alles o.k. ",AutoEurope,de
"Sep 23, 2025 @ 10:49:14.000","Das Personal war mit der Bearbeitung der Buchung überfordert. Obwohl nur 2 Interessenten da war dauerte es über 30 Minuten. Dabei wurde die Sicherheitsreservierung gleich 2 mal gebucht, dann wurde der Schlüssel nicht gefunden. Danach musste das Auto im öffentlichen Parkhaus gesucht werden, da es keine zugeordneten Parkplätze gibt was dann noch mal zusätzliche Zeit gekostet hat.  Eine so schlechte Vermittlung hatte ich in meinem ganzen Laben noch nicht. ",BSPAuto,de
"Sep 23, 2025 @ 10:37:39.000","es gab eine riesen Schlange vor dem Schalter und es dauerte 50 Min bis ich endlich am schalter war....","Sunny Cars",de
"Sep 23, 2025 @ 09:30:12.000","Hiper (Ibiza) war bis jetzt auf den Balearen die beste und seriöseste Verleihstation mit der ich bis jetzt zu tun hatte.",BSPAuto,de
"Sep 23, 2025 @ 08:40:32.000","Ok wäre gerne mit den vermieteten zum Auto gegangen ",Carhiremarket,de
"Sep 23, 2025 @ 08:06:29.000","Guter upgrade Angebot auf automatik.",Rentalcars,de
"Sep 23, 2025 @ 07:05:10.000","Mietwagen war super! War Alles schon fertig!!! Es gab keine Wartezeit!!! Kam sofort jemand zu mir, als ich die Station betreten hatte. Nach ungefähr 5-10 Minuten saß ich schon drin und konnte direkt losfahren!!! Wir kommen jederzeit gerne wieder!!!",Enterprise,de
"Sep 23, 2025 @ 06:47:59.000","Helpful staff, reachable also on Sunday when we had an issue with parking the car when returning it.",AutoEurope,de
"Sep 23, 2025 @ 00:23:13.000","Die Service bei Abhol und Rueckgabe war super und schnell!",BSPAuto,de
"Sep 23, 2025 @ 00:13:33.000","Reibungsloser Ablauf ",BSPAuto,de
"Sep 22, 2025 @ 22:11:08.000","In der Buchung stand das sie am Flughafen ist, man wurde aber mit einem Shuttle hingefahren. Als ich mich geweigert habe die Zusatzversicherung abzuschließen wollten diese mich nicht zurück zum Flughafen bringen 

",AutoEurope,de
"Sep 22, 2025 @ 21:34:28.000","Pkw war dreckig Kofferraum voll mit Sand... im Innenraum war Abfall vom Vorgänger.. Scheiben nicht gereinigt  ..keine parkscheibe im Pkw..beim Abholen trotz bekannter Anreisezeit fast 1 Std gewartet  nur 1 Mitarbeiter aber 3 Kunden zur gleichen Zeit...Mitarbeiter top Freundlich und hat guten Job gemacht...leider zu lange Wartezeit aufgrund der Kundenmenge..",AutoEurope,de
"Sep 22, 2025 @ 21:16:54.000","Anderes Fahrzeug bekommen als gebucht. War aber quasi ein kostenloses Upgrade... ","Argus Car Hire",de
"Sep 22, 2025 @ 21:14:59.000","Unverschämt und unfreundlich, kann man niemanden empfehlen. Nicht buchen, man wird nur ärger haben",BSPAuto,de
"Sep 22, 2025 @ 21:14:31.000",Xxxxxxxxxx,AutoEurope,de
"Sep 22, 2025 @ 21:05:48.000","Wir hatten bei Firefly (mit Hinweis Terminal bzw. Flughafen) gebucht. Tatsächlich gibt es dort aber gar keine Mietwagenstation von Firefly.  Die ganze Abwicklung wurden dann von der Mietwagenstation Hertz übernommen. Da kein Auto in unserer Kategorie vorhanden war bekamen wir sofort die größere Kategorie. Ohne Aufpreis.
Übernahme und Rückgabe des Pkw verliefen unkompliziert und recht zügig.",Carhiremarket,de
"Sep 22, 2025 @ 21:03:45.000","Der Mitarbeiter war SUPER. Kein Anstehen, so schnell hatte ich noch keinen Mietwagen erhalten. :-)",BSPAuto,de
"Sep 22, 2025 @ 20:51:53.000","Je ne recommande pas, car une fois arrivée sur place je n’ai pas pu récupérer ma voiture. Problème de paiement alors que j’avais bien une carte de crédit avec le solde suffisant. Une fois sur place ils m’ont demandé une somme d’argent supplément pour récupérer la voiture ou alors de repartir sans.",BSPAuto,fr
"Sep 22, 2025 @ 20:38:45.000","Es wurde versucht und zusätzliche Versicherungen zu verkaufen aber wir waren ja darauf vorbereitet von billiger Mietwagen.de, DANKE! Das Auto entsprach nicht unseren Vorstellungen, nicht ansatzweise ähnlich des ausgesuchten Modells, jedenfalls war es mit Automatikgetriebe… Ungewaschen, viele Kratzer und Dellen. Die Mitarbeiterin empfahl uns alles vorher zu fotografieren. Keine Einweisung-nix…Aber der Wagen hat seinen Dienst getan. Fazit: von AVIS hab ich mehr erwartet!
",Avis,de
"Sep 22, 2025 @ 20:37:02.000","Nun ja, das Schreiben, dass man keine Zusatzversicherung benötigt auf Spanisch hat dem Mitarbeiter nicht interessiert. Wenn wir die Versicherung nicht abschließen, wird gleich die Kaution einbehalten. Das leider in einem drohenden Ton. Mietwagen auf Mallorca ist immer ein Spiel mit dem Feuer. Das leider schon zum zweiten Mal, weil wir uns auf das Schreiben verlassen haben.",Rentalcars,de
"Sep 22, 2025 @ 20:10:33.000","Der Wagen hatte schon 1-2 Kratzer aber dafür waren der Anbieter auch sehr entspannt gegenüber weiteren Kratzern",AutoEurope,de
"Sep 22, 2025 @ 19:55:15.000","Freundlich und unkompliziert. Schnelle Abwicklung, alles wie vorher informiert.","Sunny Cars",de
"Sep 22, 2025 @ 19:53:27.000","Mitarbeiterinnen war nicht kompetent und unfreundlich!
Bei Avis nee wieder Autovermietung ",Carhiremarket,de
"Sep 22, 2025 @ 19:41:16.000","Grundsätzlich alles gut, Personal freundlich und bemüht.",Rentalcars,de
"Sep 22, 2025 @ 19:41:05.000","Sehr gute Information bzgl Auto und Verkehrs in Portugal erhalten. ",BSPAuto,de
"Sep 22, 2025 @ 19:34:52.000","Nachdem wir die Vermietung, die schon seit einiger Zeit an einem neuen Standort ist gefunden hatten, hat alles reibungslos funktioniert. Die neue Adresse war nicht im Voucher angegeben.",Rentalcars,de
"Sep 22, 2025 @ 19:33:03.000","2 Stunden!@@gewartet unglaublich ",AutoEurope,de
"Sep 22, 2025 @ 19:30:41.000","wenig Personal und sehr langsam !","Sunny Cars",de
"Sep 22, 2025 @ 19:22:12.000","Sie haben Autos alle Kategorien ",Enterprise,de
"Sep 22, 2025 @ 19:15:20.000","movis ist nicht wert als Mietwagenstation genannt zu werden. Die Autos sind alle verbeult,  der Innenraum ist schmutzig, Warnleuchten sind an. Und der Preis ist deutlich zu hoch. 
es war eine grosse Enttäuschung",BSPAuto,de
"Sep 22, 2025 @ 18:59:07.000","Alles hat funktioniert ",BSPAuto,de
"Sep 22, 2025 @ 18:53:16.000","Pas trop satisfait lors de la remise finale du véhicule car personne à la réception et pas d'état des lieux au départ et à la fin ",Wisecars,fr
"Sep 22, 2025 @ 18:51:36.000","Sehr freundlicher Mitarbeiter der auch ein kleines Problem mit dem Mietfahrzeug souverän gelöst hat. Ich miete jetzt das vierte Mal hintereinander bei dieser Station und bin immer sowohl mit der Anmietung als auch mit der Rückgabe sehr zufrieden gewesen.",AutoEurope,de
"Sep 22, 2025 @ 18:49:56.000","Ich hatte einen Fehler bei meiner Buchung gemacht. War aber kein Problem und der der Mann von Alamo war super hilfsbereit.",Alamo,de
"Sep 22, 2025 @ 18:42:58.000","Es hat alles unkompliziert funktioniert, die Wartezeit war sehr kurz, toll👍",Rentalcars,de
"Sep 22, 2025 @ 18:35:39.000","Es war nicht möglich früher den Mietpeozess zu starten, auch nicht 15min früher.
Anmietschalter war nicht besetzt, obwohl eine tägliche Öffnungszeit von 8-20 Uhr angegeben war ","Sunny Cars",de
"Sep 22, 2025 @ 18:26:40.000","Das Auto war etwas unter meinen Erwartungen und den bisherigen Mietwagen. Außerdem war das Auto nicht sauber. Die Mitarbeiter gaben an, es gab Probleme mit der Stromversorgung",Rentalcars,de
"Sep 22, 2025 @ 18:25:40.000","Sehr freundlich und schnelle Abwicklung.","Sunny Cars",de
"Sep 22, 2025 @ 18:08:08.000","jederzeit wieder, wir waren absolut zufrieden",Rentalcars,de
"Sep 22, 2025 @ 17:14:58.000","Die Wartezeit ist relativ lang, auch wenn die Hochsaison vorbei ist. Die Mitarbeiter sind i.d.R. (außer wenigen Ausnahmen) sehr sehr nah an der Unfreundlichkeit, wenn man aber dies in Kauf nimmt, ist der Rest OK","Argus Car Hire",de
"Sep 22, 2025 @ 16:15:19.000","Das Auto war komplett verbeult und hatte einen Unfall.  Die Motorhaube war komplett verzogen, auf Nachfrage hieß es, dass muss so sein. Ich wollte einen anderen Wagen, worauf mir unfreundlich geantwortet wurde, die anderen Wagen sind reserviert. 
Ha
Hätte zurücktreten können, das Geld wären mir nicht zurückgezahlt worden.",AutoEurope,de
"Sep 22, 2025 @ 16:09:59.000","Falsche Angabe des Treffpunkts für den Shuttle am Flughafen. Schlechte Telefonische Erreichbarkeit, keine Antwort auf WhatsApp.
Auto wurde am Ende über 1h zu spät ausgehändigt. Absolut mangelhaft!!",BSPAuto,de
"Sep 22, 2025 @ 13:52:39.000","Lucas war super freundlich und die Abwicklung hat prima funktioniert!",AutoEurope,de
"Sep 22, 2025 @ 13:47:48.000","Zustand:
Wagen mit Vielen Macken, einer war dukumentiert, wir haben Fotos und Filme vom ganzen Auto zur Sicherheit gemacht
Schnelligkeit: Mit nur einer  Angestellten nacht und vielen Wartenden war es nicht schnell!!!!!
Service: Zack Zack, wobei die arme Angestellte auch nichts mehr dafür konnte, da jeder inzwischen total angenervt war, und sie eben alleine!!",BSPAuto,de
"Sep 22, 2025 @ 13:28:57.000","Es hat sich bei der Autoabholung herausgestellt, dass die Rückgabe ausschliesslich persönlich bzw. zwischen 08:00 und 18:00 Uhr  erfolgt, was bzgl. unseren sehr frühen Rückflug als sehr problematisch erwies. Eine frühere Rückgabe als 08:00 bzw. spätere (nach 18:00) ausschliesslich gegen zusätzlichen Gebühr erfolgen kann. ",AutoEurope,de
"Sep 22, 2025 @ 13:23:51.000","die Übergabe hätte man vieleicht noch etwa mit mehr Worte füllen können. aber war auch okay.  Die Station war etwas schwer zu finden, da man als Adresse die Rückseite der Station hat. Man muss dann och mal um das halbe Gebäude laufen.",Rentalcars,de
"Sep 22, 2025 @ 12:44:29.000","nur geringe Versuche, zusätzliche Versicherung zu verkaufen, alles OK und freundlich. ","Argus Car Hire",de
"Sep 22, 2025 @ 11:22:19.000","Très bon service en Guadeloupe. Petits cadeaux (eau, lunette de soleil) et paresoleil dans la voiture très utile. Bonne voiture pour la categorie.",BSPAuto,fr
"Sep 22, 2025 @ 10:49:36.000","............
",BSPAuto,de
"Sep 22, 2025 @ 10:26:54.000","Hat alles bestens geklappt, gerne wieder.",AutoEurope,de
"Sep 22, 2025 @ 09:23:49.000","très rapide",AutoEurope,fr
"Sep 22, 2025 @ 08:53:06.000","Man hat uns einfach mal 30 Euro Reinigungspauschale berechnet.... Stand nirgends und ist meiner Meinung nach eine schweinerei!","Argus Car Hire",de
"Sep 22, 2025 @ 08:46:03.000","Alles perfekt",BSPAuto,de
"Sep 22, 2025 @ 08:33:02.000","Problemlose und schnelle Übernahme und Übergabe des Wagens. Dieser war im top Zustand. Nach ein paar Tagen verlor einer der Reifen Luft und uns wurde unkompliziert ein Ersatzwagen zur Verfügung gestellt. Absolute Empfehlung!",AutoEurope,de
"Sep 22, 2025 @ 08:13:07.000","Alles gut. Supi","Argus Car Hire",de
